TimeStamp,Participant,CarPositionX,CarPositionY,CarPositionZ,ParticipantPosX,ParticipantPosY,ParticipantPosZ,ParticipantRotX,ParticipantRotY,ParticipantRotZ,SliderPosition,CarSpeed,Trial
15:36:17.582,6,-6.05,0.6,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,0,1
15:36:17.607,6,-6.05,0.596076,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,0.70631999373436,1
15:36:18.438,6,-6.05,0.5926849,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,1.09872003793716,1
15:36:18.441,6,-6.05,0.5880827,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,1.49112002849579,1
15:36:18.442,6,-6.05,0.5822693,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,1.88352012634277,1
15:36:18.444,6,-6.05,0.5752449,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,2.27592022418976,1
15:36:18.446,6,-6.05,0.5670093,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,2.66832032203674,1
15:36:18.448,6,-6.05,0.5575627,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,3.06072041988373,1
15:36:18.449,6,-6.05,0.5469049,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,3.45312051773071,1
15:36:18.451,6,-6.05,0.5350361,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,3.84552040100098,1
15:36:18.452,6,-6.05,0.5219561,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,4.23792028427124,1
15:36:18.498,6,-6.05,0.5076649,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,4.6303201675415,1
15:36:18.500,6,-6.05,0.4921627,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,5.02272005081177,1
15:36:18.502,6,-6.05,0.4754493,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,5.41511993408203,1
15:36:18.505,6,-6.05,0.4575249,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,5.8075198173523,1
15:36:18.507,6,-6.05,0.4383893,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,6.19991970062256,1
15:36:18.509,6,-6.05,0.4180427,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,6.59231958389282,1
15:36:18.526,6,-6.05,0.3964849,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,6.98471946716309,1
15:36:18.528,6,-6.05,0.373716,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,7.37711935043335,1
15:36:18.530,6,-6.05,0.349736,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,7.76951923370361,1
15:36:18.545,6,-6.05,0.3245448,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,8.16191911697388,1
15:36:18.559,6,-6.05,0.2981426,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,8.55431900024414,1
15:36:18.561,6,-6.05,0.2705293,-188.58,3.07,0.23,8.18,0,-0.7030182,0,,8.94671888351441,1
15:36:18.716,6,-6.049876,0.2425377,-188.5796,3.07,0.23,8.18,0,-0.7030182,0,,9.07295780181885,1
15:36:18.718,6,-6.049303,0.2156249,-188.5782,3.07,0.23,8.18,0,-0.7030182,0,,8.73854084014893,1
15:36:18.720,6,-6.04827,0.1898792,-188.5759,3.07,0.23,8.18,0,-0.7030182,0,,8.38469266891479,1
15:36:18.721,6,-6.046775,0.1653934,-188.5725,3.07,0.23,8.18,0,-0.7030182,0,,8.01253423690796,1
15:36:18.722,6,-6.044822,0.1422456,-188.5683,3.07,0.23,8.18,0,-0.7030182,0,,7.62908992767334,1
15:36:18.724,6,-6.042415,0.1205009,-188.563,3.07,0.23,8.18,0,-0.7030182,0,,7.24165620803833,1
15:36:18.725,6,-6.042904,0.1178731,-188.5657,3.07,0.23,8.18,0,-0.7030182,0,,3.49117655754089,1
15:36:18.727,6,-6.037645,0.1226104,-188.5555,3.07,0.23,8.18,0,-0.7030182,0,,2.275221991539,1
15:36:18.728,6,-6.034244,0.11995,-188.5475,3.07,0.23,8.18,0,-0.7030182,0,,2.75830950737,1
15:36:18.745,6,-6.030449,0.1175678,-188.5393,3.07,0.23,8.18,0,-0.7030182,0,,2.84737923145294,1
15:36:18.747,6,-6.025348,0.1163642,-188.5321,3.07,0.23,8.18,0,-0.7030182,0,,2.84252550601959,1
15:36:18.763,6,-6.021077,0.1153495,-188.524,3.07,0.23,8.18,0,-0.7030182,0,,2.93430361747742,1
15:36:18.765,6,-6.016909,0.1145489,-188.5155,3.07,0.23,8.18,0,-0.7030182,0,,3.01196043491364,1
15:36:18.779,6,-6.013564,0.1144454,-188.5065,3.07,0.23,8.18,0,-0.7030182,0,,3.08539116382599,1
15:36:18.790,6,-6.009156,0.1145304,-188.4977,3.07,0.23,8.18,0,-0.7030182,0,,3.17106864452362,1
15:36:18.802,6,-6.004785,0.1147063,-188.4886,3.07,0.23,8.18,0,-0.7030182,0,,3.258775806427,1
15:36:18.816,6,-6.000308,0.115028,-188.4791,3.07,0.23,8.18,0,-0.7030182,0,,3.34352738857269,1
15:36:18.817,6,-5.995718,0.1154826,-188.4694,3.07,0.23,8.18,0,-0.7030182,0,,3.42859311103821,1
15:36:18.829,6,-5.991012,0.1160584,-188.4594,3.07,0.23,8.18,0,-0.7030182,0,,3.51397297382355,1
15:36:18.847,6,-5.986192,0.1167434,-188.4492,3.07,0.23,8.18,0,-0.7030182,0,,3.59956634044647,1
15:36:18.859,6,-5.981258,0.1175258,-188.4388,3.07,0.23,8.18,0,-0.7030182,0,,3.68526978492737,1
15:36:18.871,6,-5.976212,0.1183932,-188.4281,3.07,0.23,8.18,0,-0.7030182,0,,3.77099533081055,1
15:36:18.884,6,-5.971055,0.1193343,-188.4171,3.07,0.23,8.18,0,-0.7030182,0,,3.85667281150818,1
15:36:18.886,6,-5.965789,0.1203382,-188.4059,3.07,0.23,8.18,0,-0.7030182,0,,3.94224901199341,1
15:36:18.900,6,-5.960415,0.1213932,-188.3945,3.07,0.23,8.18,0,-0.7030182,0,,4.0276891708374,1
15:36:18.915,6,-5.954935,0.1224889,-188.3828,3.07,0.23,8.18,0,-0.7030182,0,,4.11297011375427,1
15:36:18.916,6,-5.949349,0.1236154,-188.3709,3.07,0.23,8.18,0,-0.7030182,0,,4.19807982444763,1
15:36:18.928,6,-5.94366,0.124763,-188.3587,3.07,0.23,8.18,0,-0.7030182,0,,4.28302173614502,1
15:36:18.941,6,-5.937868,0.1259222,-188.3463,3.07,0.23,8.18,0,-0.7030182,0,,4.36779799461365,1
15:36:18.957,6,-5.931973,0.1270844,-188.3337,3.07,0.23,8.18,0,-0.7030182,0,,4.45242490768433,1
15:36:18.968,6,-5.925978,0.1282422,-188.3209,3.07,0.23,8.18,0,-0.7030182,0,,4.53691663742065,1
15:36:18.981,6,-5.919882,0.129387,-188.3078,3.07,0.23,8.18,0,-0.7030182,0,,4.62129507064819,1
15:36:18.992,6,-5.913687,0.1305131,-188.2946,3.07,0.23,8.18,0,-0.7030182,0,,4.70558080673218,1
15:36:18.994,6,-5.907392,0.131613,-188.281,3.07,0.23,8.18,0,-0.7030182,0,,4.78979444503784,1
15:36:19.006,6,-5.900998,0.132682,-188.2673,3.07,0.23,8.18,0,-0.7030182,0,,4.87396130561829,1
15:36:19.018,6,-5.894507,0.1337146,-188.2533,3.07,0.23,8.18,0,-0.7030182,0,,4.95809683799744,1
15:36:19.029,6,-5.887918,0.1347063,-188.2391,3.07,0.23,8.18,0,-0.7030182,0,,5.04222207069397,1
15:36:19.045,6,-5.881231,0.1356531,-188.2247,3.07,0.23,8.18,0,-0.7030182,0,,5.12635245323181,1
15:36:19.057,6,-5.874447,0.1365517,-188.21,3.07,0.23,8.18,0,-0.7030182,0,,5.21050128936768,1
15:36:19.068,6,-5.867567,0.1373993,-188.1952,3.07,0.23,8.18,0,-0.7030182,0,,5.29467973709107,1
15:36:19.080,6,-5.860589,0.1381936,-188.18,3.07,0.23,8.18,0,-0.7030182,0,,5.37889766693115,1
15:36:19.092,6,-5.853515,0.138933,-188.1647,3.07,0.23,8.18,0,-0.7030182,0,,5.46316022872925,1
15:36:19.103,6,-5.846344,0.1396161,-188.1491,3.07,0.23,8.18,0,-0.7030182,0,,5.54746999740601,1
15:36:19.115,6,-5.839077,0.1402422,-188.1333,3.07,0.23,8.18,0,-0.7030182,0,,5.63182997703552,1
15:36:19.117,6,-5.831715,0.1408105,-188.1173,3.07,0.23,8.18,0,-0.7030182,0,,5.71623930931091,1
15:36:19.129,6,-5.824255,0.1413217,-188.101,3.07,0.23,8.18,0,-0.7030182,0,,5.80069627761841,1
15:36:19.140,6,-5.8167,0.1417755,-188.0845,3.07,0.23,8.18,0,-0.7030182,0,,5.88519487380982,1
15:36:19.153,6,-5.809048,0.1421732,-188.0678,3.07,0.23,8.18,0,-0.7030182,0,,5.96973252296448,1
15:36:19.168,6,-5.801301,0.1425157,-188.0508,3.07,0.23,8.18,0,-0.7030182,0,,6.05430064201355,1
15:36:19.182,6,-5.793458,0.1428044,-188.0336,3.07,0.23,8.18,0,-0.7030182,0,,6.13889622688293,1
15:36:19.196,6,-5.785519,0.1430411,-188.0162,3.07,0.23,8.18,0,-0.7030182,0,,6.22351155281067,1
